item,user,rating,timestamp
098949232X,A1GG51FWU0XQYH,5,1416355200
098949232X,AVFIDS9RK38E0,5,1416355200
098949232X,A2S4AVR5SJ7KMI,5,1416355200
098949232X,AEMMMVOR9BFLI,5,1416355200
098949232X,A2DZXMBTY7KLYP,5,1416355200
098949232X,AUD367H6I25FX,5,1416355200
098949232X,A3K6KUWAZ6SWHE,5,1416355200
098949232X,A1FPEO0ME9G4VY,5,1416355200
098949232X,A20AOY7UXJA710,5,1424390400
098949232X,A222LHL23AH0GK,5,1423785600
098949232X,AZSP9XAX38DG0,5,1423440000
098949232X,A1N5IO8FW9EE6R,5,1423267200
098949232X,A1QI7X0NQ1PUHD,5,1422835200
098949232X,A3SF5P30FK4Y5Y,5,1422748800
098949232X,A3KZZYLU5VT4VJ,5,1422316800
098949232X,ALK31UO248EH1,5,1422316800
098949232X,AP5I1RWKMQ6BT,5,1421971200
098949232X,A1TKWOUJB8OE8T,5,1421884800
098949232X,A1VKQUQJHJRA3F,5,1421884800
098949232X,A1399ZMDHQ1YH,5,1421712000
098949232X,A3RCQQS12E8HWO,3,1421712000
098949232X,AYPWQCYGKV62P,5,1421625600
098949232X,A2IV672K2N6CRV,5,1421539200
098949232X,A3LL8G3809MMDA,5,1421193600
098949232X,A29WEEXFOTK9JE,2,1421107200
098949232X,A147XLNBYU8THP,5,1421020800
098949232X,A2YJUJFY87HISE,5,1421020800
098949232X,A380EKJDMSWMB4,5,1420761600
098949232X,A2ZOZPDM2RR7S2,5,1420761600
098949232X,A2K5QCB5R7XE3V,5,1420675200
098949232X,A2VX8M6U3PMBM,5,1420416000
098949232X,A1PL17QT137YK0,4,1420070400
098949232X,A1VOUBLE55X39P,5,1419897600
098949232X,A3S3X0Q1VM15SL,5,1419379200
098949232X,A1ALMQ15D6V8VV,5,1419206400
098949232X,A1NZ2Z6Z518UBH,5,1418601600
098949232X,AH648WQ7CVM9X,5,1418083200
098949232X,A3575R37GXX67W,5,1417996800
098949232X,AK7QWUSSUT6KS,5,1417824000
098949232X,ATE9ACF6M2WSS,5,1417651200
098949232X,A2D2IJ76IZ98UF,5,1417564800
098949232X,A20ODTFAQA5VF1,5,1417564800
098949232X,A2PJY7ZP04Z23V,5,1417392000
098949232X,A686YHH09WUE3,5,1417392000
098949232X,A3958PLQ96OCPN,4,1417392000
098949232X,A10SN1SQ507562,5,1417392000
098949232X,A1PM6O509SL9TQ,5,1417305600
098949232X,A3220L80V20MUI,5,1417219200
098949232X,A281LG8W1UWMVZ,5,1417132800
098949232X,A26URHIOBATXI2,5,1417132800
098949232X,A26RPZ1CDWKOKY,5,1417132800
098949232X,A2Q4FPLECEFXE2,5,1417132800
098949232X,A1B3WULA4M1KYU,5,1417132800
098949232X,A2D34DBCOAO979,5,1416960000
098949232X,AEK3NOJ5N48D2,5,1416960000
098949232X,A20VF2GY7S7WYX,5,1416787200
098949232X,A112KPSCN3FJDA,5,1416787200
098949232X,A2DIMOJ5AJNY4K,5,1416787200
098949232X,A1M8O9WCHI2656,5,1416787200
098949232X,A38L9MF2I4FC5A,5,1416787200
098949232X,A2DWFTADPAM48E,5,1416700800
098949232X,A2F1AB2PUQ91HU,5,1416700800
098949232X,AXUVLTA0QMYAR,5,1416614400
098949232X,A3HHYWO8RWMUBG,5,1416614400
098949232X,A1XZT98PQNAEB2,5,1416614400
098949232X,A1TX21GC6R2CRS,5,1416528000
098949232X,A3IUV9X6QHWYKH,5,1416528000
098949232X,AEOLYKNEUFKS2,5,1416528000
098949232X,A2TB18AZZ1U6J2,5,1416528000
098949232X,A3DB5GKSZCTDT0,5,1416528000
098949232X,AQ4550FL74FBE,5,1416528000
098949232X,A255UO3FK7KND4,5,1416528000
098949232X,A2BVH51M4B01I9,5,1416441600
098949232X,A16DVRY6N9RQF2,5,1416441600
098949232X,A21KDGYIFAV018,5,1416441600
098949232X,A3NQFBEGMD2JMS,5,1416441600
098949232X,A2DYE366OS9XVF,5,1416441600
098949232X,AM5J3YZ1R9U7W,5,1416441600
098949232X,A17SUGK10PXC8V,5,1416441600
098949232X,A2J497YMEF1WC4,5,1416441600
098949232X,A25WAT1BP9NMCG,5,1416441600
098949232X,A3FPT4M5ZA7NM0,5,1416441600
098949232X,A1SW0N0J26HGMZ,5,1416441600
098949232X,A2LUS92H1LBEB2,5,1416441600
098949232X,A3SX1DNLZH4PSU,5,1416441600
098949232X,A3AB02MO1WY0LX,5,1416441600
098949232X,AOOW35R8KHI5J,5,1416441600
098949232X,A17FDVVRO4B2LJ,5,1416441600
098949232X,A3FQWM9KUX1YCD,5,1416441600
098949232X,A21S3JRGASGN7N,5,1416441600
098949232X,A1W9EV14U5VJ9L,5,1416441600
098949232X,AGXYPAKQU88AS,5,1416441600
098949232X,A7NH5H93YVDHS,5,1416441600
098949232X,A27ZP4WU6UCDTY,5,1416441600
098949232X,A10SAMS7ELBPYK,5,1416441600
098949232X,A3VSITGGLINVEB,5,1416441600
098949232X,A14H5C8FC62GDA,5,1416441600
098949232X,AUXGUREKT0MQT,5,1416441600
098949232X,A10D0HH4TYHVIH,5,1416441600
098949232X,ACLOIXA8ZQLAR,5,1416441600
098949232X,AR8TOBA4D54YE,5,1416441600
098949232X,AYVGWS9V6ETEY,5,1416441600
098949232X,A25A3J99RHS71Z,5,1416441600
098949232X,A1RO496ZK2JOE2,5,1416441600
098949232X,A2LGCS63F8J18I,5,1416441600
098949232X,A3GCONJPXB620K,5,1416441600
098949232X,A2QGPCGKAJBAXJ,5,1416441600
098949232X,A2TVPH9LJIIJ11,5,1416441600
098949232X,AXNCOIT49U2U6,5,1416441600
098949232X,A2KRZQZ659GYNE,5,1416441600
098949232X,A38Q6SFGBW0OYO,5,1416441600
098949232X,AI7JJQZIYE4WT,5,1416441600
098949232X,A3VM30T1KK6ZA4,5,1416441600
098949232X,A2WLITO37M6EQU,5,1416441600
098949232X,A33AETSBYI4MQX,5,1416441600
098949232X,A2XZ2FB1L0K16H,5,1416441600
098949232X,A2PR7MJZIOJMGD,5,1416441600
098949232X,AHNGL9R7Q8BZZ,5,1416441600
098949232X,A20PBEEYS060XC,5,1416441600
098949232X,A38N21E8CR2WQZ,5,1416441600
098949232X,AY0QXNZ5IHIIO,5,1416355200
098949232X,A1KT5N92JHREVH,5,1416355200
098949232X,AX3JRZL4OMDNF,5,1416355200
098949232X,A1G7Y6XPNMB3E9,5,1416355200
098949232X,A3LXSTKF68E2F5,5,1416355200
098949232X,AMG5L1X7G6F8U,5,1416355200
098949232X,AOHTP5AVG0OZK,5,1416355200
098949232X,A1NHWMVC816N2I,5,1416355200
098949232X,A3CPPKZ2XPHF4X,5,1416355200
098949232X,AWJ8BRWURBWUR,5,1416355200
098949232X,A27E0FH1LFPXLI,5,1416355200
098949232X,A2DHQEJM9TJJ02,5,1416355200
098949232X,A17P1LGWKS7KGP,5,1416355200
098949232X,A12JDJDVZFWQMS,5,1416355200
098949232X,A326ZLZ1DY9LRT,5,1416355200
098949232X,A3E1NQ7WYWR2VE,5,1416355200
098949232X,A214IB3HGZMB7M,5,1416355200
098949232X,A2ZPWI4WKSZ1KD,5,1416355200
098949232X,ABWGD085ZG1TZ,5,1416355200
098949232X,ABXK2PWORO3HD,5,1416355200
098949232X,A3N8L0D9R7NTAD,5,1416355200
098949232X,A2D5Y8BT42LYJO,5,1416355200
098949232X,AWQG4CSGA1S5F,5,1416355200
098949232X,A17VQSTL5R5EKO,5,1416355200
098949232X,A3JB0FJXDNS6LY,5,1416355200
098949232X,A2T97IV0729Z78,5,1416355200
098949232X,A1VRRNFGPI19PK,5,1416355200
098949232X,A13WKAGZM3POJ2,5,1416355200
098949232X,A1BELAILM0T0WJ,5,1416355200
098949232X,A1G2G2PWE8G3J3,5,1416355200
098949232X,A35QRG3QADESKU,5,1416355200
098949232X,A1SXUMESPH1LBI,5,1416355200
098949232X,A3MH87SMUYKPLD,5,1416355200
098949232X,A2KU23BZVUKW20,5,1416355200
098949232X,ACOCJO9LE63M6,5,1416355200
098949232X,A368OZFFODK03J,5,1416355200
098949232X,AAKKVN6IJJKO1,5,1416355200
098949232X,A1OJ3ZMCHTV81O,5,1416355200
098949232X,A1Y2MVR90M5J89,5,1416355200
098949232X,A2R67PC2DI9EP4,5,1416355200
098949232X,A3GLTLUUK5A9X9,5,1416355200
098949232X,A1349NOPLFY2A,5,1416355200
098949232X,A17QRVMDDM781G,5,1416355200
098949232X,A1B2I0FUDISM1B,5,1416355200
098949232X,A3VEL76PZ9I4DK,5,1416355200
098949232X,A1ZX0DT0NH1BYV,5,1416355200
098949232X,A2H6ENO9DGVB89,5,1416355200
098949232X,A1BLXAXOHYI0UY,5,1416355200
098949232X,A3OZOHIEKULX4B,5,1416355200
098949232X,A1QNIK87KA8JZG,5,1416355200
098949232X,A38YUXSOOC2Z6B,5,1416355200
098949232X,A10BL8BZ9SFK2L,5,1416355200
098949232X,A2VGQSEK2GUBR0,5,1416355200
098949232X,A124O7G1UKQ6EI,3,1416355200
098949232X,A3HQS324BKAW33,5,1416355200
098949232X,A1FIY00PI4P0AP,5,1416355200
098949232X,A380PEKZT3J1JG,5,1416355200
098949232X,ANWDUNFC9MSLM,5,1416355200
1060297744,A2I4MAI4M06CJW,4,1410048000
1060297744,AF4QUVHZTBGZS,1,1438732800
1060297744,A4SQID89X7ULQ,1,1437955200
1060297744,A10T1TZ4EI4YJ,5,1436313600
1060297744,A1KK9HLM9NNF1Y,4,1428624000
1060297744,A1ITKZMYPNFKUJ,3,1428537600
1060297744,AH2AWXHV24HFE,1,1427328000
1060297744,A3FBULBOTQH3F0,5,1427068800
1060297744,A1QG2CKG4J0T9P,1,1425427200
1060297744,A1MAY29RYFW3CP,5,1422144000
1060297744,AKV3DV32SAA91,5,1417996800
1060697254,ABND5QWWV5DQY,2,1437091200
1060697254,A3FTHDYUIRUT9H,3,1433289600
1060697254,AITN5QD6PAWZN,1,1419984000
1060697254,A30GOY6LFBLMYX,4,1416268800
1610121147,A2N7UZ8V17N5A1,2,1359849600
1610121147,A2RSOYO57N7F0M,1,1359504000
1610121147,A1MTVXQ394EU0N,2,1356998400
1610121147,A1WVHUIOSG2BWD,3,1356220800
1610121147,A2EBHQJNVQEZT5,4,1355788800
1610121147,A3DCXI6GGZKTCW,5,1354924800
1610121147,A2JRETZY36UICA,2,1354838400
1610121147,A19IYDXBMS6L7W,2,1354579200
1610121147,A4LCR7YSRMMY5,5,1405987200
1610121147,A30H8ULJHERB93,2,1404864000
1610121147,A2RUMCQ9AQ1278,1,1398643200
1610121147,A24HIXPQ7D6PKF,2,1394236800
1610121147,A11I9TGC1WKV2S,1,1394064000
1610121147,A3DZ03YB6048UO,1,1393286400
1610121147,A1X6XIYR0XURTG,3,1388102400
1610121147,A3JFV8EUDD7E3C,1,1387670400
1610121147,A3OO1KHIDTSFGR,1,1381881600
1610121147,A31GJB2JX108K5,4,1379289600
1610121147,A26N54P2OSL2MS,2,1376524800
1610121147,A3KP4M5XUT90AF,2,1376265600
1610121147,A1J7Y45SOA2BTW,5,1373328000
1610121147,A3U2NJZSVFX668,2,1370563200
1610121147,A2R5AYAUTVPJXC,3,1369785600
1610121147,A2VKJVZ7BQS8QS,2,1368748800
1610121147,AMTO9UTF64A4F,1,1362614400
1610121147,A2EG0REMK0N8JB,1,1360540800
1610121147,A1TEI1WZBD47NA,1,1360195200
1610121147,A2YI2D1P65W40E,1,1360195200
3993854748,ACDIG83PGHRKW,3,1384387200
3993854748,A3CDMUKSOO6YK0,5,1382140800
3993854748,A133BN0EMN0HYC,5,1380672000
3993854748,A1KSEWB8FZERZP,1,1378684800
3993854748,A3HEC2NEISQL27,4,1377820800
3993854748,A2Y0HD9OENT8LP,5,1376524800
3993854748,A290EELJMS4391,2,1371945600
3993854748,A2YJQEVDRTXAIC,1,1367798400
399889988X,A3H3U8U0PK8ITQ,1,1380067200
399889988X,ACU3LCRX4A8RV,5,1377388800
399889988X,AGFLSRH2TV0Q3,5,1376611200
399889988X,A3CU67N1W84BBQ,3,1400976000
399889988X,A3GHDQATD50SEG,5,1400889600
399889988X,A3R2V6LMAM3FL8,1,1399420800
399889988X,A1UTO1WRMMXB4N,2,1398816000
399889988X,A31X8FRC1RAECS,1,1398211200
399889988X,A1AVK0PGZMRGMR,2,1397952000
399889988X,A2J4YY0TKL7IO2,5,1397865600
399889988X,A35C4777EXZZQH,5,1397779200
399889988X,A2YO4SCWAWNYBI,5,1397347200
399889988X,A2ZKJYYFS0IW5Z,1,1396224000
399889988X,AMQ7073IO0BWO,1,1396137600
399889988X,A3RHXE7AVRYXVL,5,1394236800
399889988X,A2PGVWVK9IOEUJ,5,1392681600
399889988X,A3PYMMEMSO48C4,5,1392508800
399889988X,A61MT72MUE3DR,4,1391472000
399889988X,A1XBPVR8FE7TE1,5,1389139200
399889988X,A16IOLR9N1PDZ9,1,1387929600
399889988X,A25KQNCF8PGF2,4,1387497600
399889988X,A27HOLQIX2FBMY,1,1386979200
399889988X,A2NPARFPKFC7OX,4,1386288000
399889988X,A6Q0P54QSP11J,5,1386201600
399889988X,AF6CHOKEDT2NL,5,1385942400
399889988X,A6FGO4TBZ3QFZ,1,1384992000
399889988X,A3AFELPYTZH90T,5,1384905600
399889988X,A32MBJYE96YBHH,1,1384905600
399889988X,A3LA2VNUCQ8G2F,1,1384300800
399889988X,ANMATY0L0HX6Y,5,1383350400
399889988X,A2JWEDW5FSVB0F,5,1383177600
399889988X,AIOMAPWW12DZI,1,1382486400
399889988X,ATFBWQ4CO915J,5,1382140800
5891061139,A2MS6W6JY6D24S,1,1418169600
5891061139,AMAYQJBWBY86S,3,1408924800
5891061139,A2QT8XDSSQPVUH,5,1402790400
5891061139,A1MVDIAOFTQVKT,5,1394064000
5891061139,A7ENC1ELQ7U48,5,1387497600
5891090295,A3HCAFLZ74BJR4,1,1416009600
7391002801,A236WRQL1MB9HM,5,1405555200
7391002801,AN04BLRG7BD8I,1,1514505600
7391002801,A3PHYA8A965CYU,1,1514246400
7391002801,A3N778P1L4YH9Y,1,1514073600
7391002801,A3PHJYND753HBC,5,1513209600
7391002801,A1SUHZO4ONJ5YC,5,1513209600
7391002801,A1AZIJDCHHOV3C,5,1513209600
7391002801,A2BT5Z3HVP54FR,5,1513209600
7391002801,AYKEFVYYZE9OS,5,1513209600
7391002801,ALEPF6QI6IOHV,5,1513209600
7391002801,A2RBB0CXPXQ7GJ,5,1497657600
7391002801,A3QJUWWAZ8LA52,5,1475884800
7391002801,A3HQBA6WD62HZ,5,1464566400
7391002801,A107O6W0Q98CAT,5,1453852800
7391002801,A6T9V79KY5NV2,5,1441152000
7391002801,A15C8ZWGZ2MY9O,5,1439164800
7391002801,A2VR7I19DTZ5OW,5,1436313600
7391002801,A1EHXZBPIPARC2,5,1433289600
7391002801,A1QTM0AB0977FR,5,1421452800
7391002801,A3321441LKI0F3,5,1420588800
7391002801,A3D509XLLX9A4G,5,1410825600
7508492919,A2QYXOTOH48UPL,4,1332720000
7508492919,AXEYG8HEBYJ2J,5,1331337600
7508492919,A3GANKVAWCKBEO,3,1330819200
7508492919,A2LSM802TM3IZC,4,1328832000
7508492919,A33YGJ0M8OQXQD,3,1328745600
7508492919,A3ULEM6EDXIS6M,5,1328659200
7508492919,AI10SQEH9TVD6,1,1328659200
7508492919,A387RPGAX752UK,2,1328400000
7508492919,A2CFLQDWRT6ZNT,3,1412640000
7508492919,A24E3SXTC62LJI,5,1407110400
7508492919,A3NC8LC17MANT5,2,1405987200
7508492919,A1CHLHFQUOW2LN,3,1399593600
7508492919,A1UOWC2XTIBBT2,5,1394323200
7508492919,AK9ZU0BK7YU7,3,1392681600
7508492919,A1OLTJ28R6P94N,4,1392681600
7508492919,A1IV80BEM09WYM,5,1392336000
7508492919,A269FLZCB4GIPV,5,1392163200
7508492919,A1OKWHZKO2SQL7,4,1392163200
7508492919,A2XPAU57KKYYRQ,3,1392163200
7508492919,A2CFHD64IR8I42,4,1391990400
7508492919,AB6CHQWHZW4TV,3,1391817600
7508492919,A240T7DRF21DVS,5,1391731200
7508492919,A1M117A53LEI8,2,1391472000
7508492919,A272DUT8M88ZS8,4,1391385600
7508492919,A2PQ3G0Z3H8ID6,4,1391385600
7508492919,A3IMQLBJT08AIA,5,1391299200
7508492919,A2I86CBW0GK9MU,1,1391040000
7508492919,A1DW2L6XCC5TJS,2,1390780800
7508492919,AQC61R4UST7UH,3,1390435200
7508492919,A2AYV1MEYW66J3,5,1390003200
7508492919,A31OVFL91BCKXG,5,1389916800
7508492919,AAT3GJ7MMT72N,5,1389571200
7508492919,A2KV0M6CFP5TMU,5,1389052800
7508492919,AXWMHQ4THP4AN,3,1388966400
7508492919,AAAIZIHREWDWO,4,1388793600
7508492919,AJ5KWTN9CE4J2,5,1388793600
7508492919,A2CYNK760GHMTA,2,1388707200
7508492919,A315WPP3TTCN64,2,1388188800
7508492919,A1K0VLK6O5Z22M,1,1388102400
7508492919,AFQS44TBF3RMI,5,1387929600
7508492919,A1SJQ0HMDZPQF,3,1387238400
7508492919,A1K3BWU73YB44P,4,1387152000
7508492919,A1KUJ6M17418O6,5,1386633600
7508492919,A3FJA8WYQ4S32R,5,1386547200
7508492919,A27UGFJO9ACC0V,5,1386460800
7508492919,A287TN0UKRHUKZ,3,1386374400
7508492919,A320MGD3YB0DJ4,5,1386288000
7508492919,A3VZHQPYMKNQDK,2,1386288000
7508492919,ALQJKYBJJ45H0,4,1385942400
7508492919,AMMBMWZZQCJKC,2,1385942400
7508492919,A8FNB760GRGJP,4,1385424000
7508492919,A3TPMQX5OZ621L,3,1385337600
7508492919,AD3RJTOH2T8YR,3,1384819200
7508492919,A2D0H0I8EW2DFI,5,1384300800
7508492919,A15BYJ1QOLX525,5,1384128000
7508492919,A1UJLRX1307URR,5,1383350400
7508492919,A1E3XH6CAXKCNF,1,1383264000
7508492919,A1LBVKZ3X50ES7,4,1382832000
7508492919,A8R12OOE15BFJ,4,1382832000
7508492919,A37QL2LRHFHYRL,5,1382572800
7508492919,A2ZB7KGUSBR9P3,5,1382486400
7508492919,A3M4W8ETFMNJNH,5,1382400000
7508492919,AOB6WDJNQ0589,3,1381968000
7508492919,A2N37F19NHYAJ8,2,1381536000
7508492919,AP87K9OPM76X8,5,1381449600
7508492919,A1ROZSS0KIE0CC,1,1381190400
7508492919,A3PUZWNMP32OQ0,3,1380758400
7508492919,A3FFOWD5OR80QR,2,1380672000
7508492919,A1EHAOK0XD3P8E,4,1379548800
7508492919,A1BHX755NCNSIP,5,1379376000
7508492919,A18U23JWTMQX5C,5,1378771200
7508492919,A2GJ14RYU311X5,3,1378771200
7508492919,AE5Z15BLAT1CF,3,1378598400
7508492919,A1LZ5QSBVXSCYY,5,1378598400
7508492919,AJOT773ZK0BJE,3,1378512000
7508492919,A1KI8VQ5SS6P5C,1,1377907200
7508492919,A3SC9CJJU4WCCK,5,1377820800
7508492919,A14M9EMIRAD385,5,1377820800
7508492919,A1ZI35L60CTT7I,3,1377734400
7508492919,A1JQUCTFM4UKMQ,5,1377648000
7508492919,A16N0OR4R1H4LU,5,1377475200
7508492919,A2GBBW14EVQXTX,5,1376179200
7508492919,AA8Y2G13HA206,5,1375920000
7508492919,A2UC23YRRH6SRO,1,1375833600
7508492919,AYKZTWU60D8KB,5,1375401600
7508492919,A27JBJY1A5A9RH,5,1375315200
7508492919,A3CTE9DNEJUWCT,5,1375228800
7508492919,ATFNF6ZCX0KLZ,1,1375142400
7508492919,ATX4Y3S8LEVH8,5,1374624000
7508492919,A1JV7ABDBIUNMB,4,1374278400
7508492919,A2YCU25Y73HNGN,4,1374105600
7508492919,A2WENYXU547GHV,5,1373932800
7508492919,A3HK50K8AKIBVF,4,1373760000
7508492919,A3NS9QFI3TYGYP,3,1373760000
7508492919,A2QWOU3EJLMLLY,4,1373500800
7508492919,ADH3F160QXC5D,5,1373414400
7508492919,A2TSE3ZA0A0HOB,5,1373414400
7508492919,A29VTZ5KD1A0RJ,3,1373155200
7508492919,A2KDOLJFW5O9QF,2,1372723200
7508492919,AQGND8R4VKBCW,4,1372723200
7508492919,A8RHAYQWJAPAW,5,1372377600
7508492919,A1BZ055LW3TDLP,2,1372291200
7508492919,A30PP4E4GWODEX,4,1372204800
7508492919,ANP1H44XOUQ3O,5,1372032000
7508492919,ATTYUHMJX46B0,5,1372032000
7508492919,A39YL2T013VHRW,3,1371945600
7508492919,AVXZNKBZH5UAA,3,1371513600
7508492919,A10PRCNVIG0U5,5,1371340800
7508492919,ARSLOU6P48AZV,3,1370908800
7508492919,A27KDSXOSSQ1UL,1,1370908800
7508492919,A3C8RTL1WN9P8H,3,1370476800
7508492919,A29KSIE8BKYVQN,5,1370304000
7508492919,A2CQO0FORCTC2R,5,1370217600
7508492919,A1B3CB0K5J5JZX,2,1370217600
7508492919,A2TMVYRK6BKF1I,5,1369958400
7508492919,A3S0YTVW8APR3F,4,1369872000
7508492919,A28LDA0MBSY2YS,5,1369785600
7508492919,A2WTU24WQCY04N,5,1369699200
7508492919,A2ME9GUBJXO31R,3,1369094400
7508492919,A317T1S6EM6G23,1,1369008000
7508492919,A2KJJZ9FBZN1ED,5,1369008000
7508492919,A2B8RHTWRCUE1F,5,1368489600
7508492919,A2Q6V26O4ALBMY,4,1368403200
7508492919,AE801HHCJKWW1,3,1368230400
7508492919,A2ROMLP8COJ6JA,5,1367625600
7508492919,AG3MG2QBS4CM,5,1367625600
7508492919,A3UERLMPI7DPEM,3,1367452800
7508492919,A3LE4OWTZW84SQ,5,1367452800
7508492919,A1JFWJ73W5Q32Y,1,1367193600
7508492919,A1K7HL7E72W1L1,2,1367193600
7508492919,A3D4P0SAISXSI4,5,1366761600
7508492919,A23MRCVKI8M8OY,5,1366761600
7508492919,AQ6S1W71RSIQL,5,1366675200
7508492919,AB0ZKO8TLO9VU,5,1366675200
7508492919,A2R5NTLI75V0RH,5,1366156800
7508492919,A31SH35MXG0EZZ,4,1365724800
7508492919,AS254Q8MZ13PT,4,1365638400
7508492919,A1O6X7IQ5VZ6TS,3,1365638400
7508492919,A3I4MKPU3EVWVC,4,1365552000
7508492919,A3F6SCUOAOHHPM,4,1365465600
7508492919,A1TE996LYGSJYW,5,1365206400
7508492919,A25CKY6C75V92Z,5,1365206400
7508492919,A34DNIC8QZ4QPT,1,1364947200
7508492919,A17EZ7OHKNMM4O,4,1364860800
7508492919,A1IQHYT3YSGXQL,3,1364774400
7508492919,A1DTBEA8RF40WR,4,1364601600
7508492919,A8DJ00RPRVB5G,5,1364428800
7508492919,A322P08DWO7GD0,5,1364256000
7508492919,A2JZWA4K2MRUID,5,1364256000
7508492919,A25Y7HFVE1PCE4,5,1364083200
7508492919,A8N4506OTDJJJ,3,1363996800
7508492919,AI6Q86929NWSI,5,1363910400
7508492919,A1YV2RTLHGH79X,4,1363824000
7508492919,A36ZBJDQ8ZA7B,5,1363651200
7508492919,A2BXSVMCXJ3KKE,2,1363651200
7508492919,A2VIEGMOWSN7OL,5,1363564800
7508492919,A38ZL5S0ZONJT4,4,1363392000
7508492919,A2MF0TYHMMJY1D,5,1363305600
7508492919,A3RUIH0MXG1QUA,3,1363219200
7508492919,A2ZMMWSN5O0QF0,5,1363046400
7508492919,A1KUW4F66WPM4P,5,1362960000
7508492919,A1U8S519OO0MJY,4,1362960000
7508492919,A2SZF402XOSGMU,5,1362787200
7508492919,A1IARBESW11ZXX,5,1362700800
7508492919,ADR789QVICX81,5,1362355200
7508492919,A1OAMQ4XPSGH0U,5,1362182400
7508492919,A2Q4X5ILT85PCD,5,1362009600
7508492919,A372K41F91T9CD,5,1361923200
7508492919,A3M7X1SXM6VFDD,5,1361923200
7508492919,A23X52IVJVJO88,4,1361836800
7508492919,AB2VXMSJIDK7B,5,1361750400
7508492919,A2169IH5HQYT1I,3,1361750400
7508492919,A35RSPSIH8PMRX,3,1361664000
7508492919,A2TZFQGNB0UA76,4,1361577600
7508492919,A3AL3CP5KZSRZB,5,1361491200
7508492919,A2GF4AN7K8O563,5,1361491200
7508492919,A39B0S29UBN30D,4,1361318400
7508492919,A1FL4ZQUSWJJ51,5,1361232000
7508492919,A3JD7PYC1L4WYE,4,1361232000
7508492919,ADMLPNUHFFUIP,5,1361145600
7508492919,A2KCKROPJ72AE3,5,1361145600
7508492919,AHU8X9PWON44B,3,1360540800
7508492919,A1OMZBSJ8GLNBO,5,1360454400
7508492919,A26G0P1P4Q7DVE,5,1360454400
7508492919,A21CRQ375DAVLK,3,1360454400
7508492919,AWT7158VFPLD2,1,1360281600
7508492919,A3H25JSK16L78I,3,1360195200
7508492919,A2CURLE58XMKG0,5,1360022400
7508492919,A2RL6F7MFQZUU8,3,1359849600
7508492919,A3HU46Z3Y8CMDT,5,1359763200
7508492919,A31PEOCXMVP4X4,2,1359676800
7508492919,A3KMB59F8G40OG,5,1359590400
7508492919,ADJILS7PHR00O,5,1359590400
7508492919,A1XKJ19KIT3X3K,5,1359590400
7508492919,AB51NNJHY3LBV,5,1359504000
7508492919,A2GF9N3D4TJUYZ,4,1359504000
7508492919,A3EYRSQ0GDV71I,5,1359504000
7508492919,A3FHMB9VNH9U51,4,1359417600
7508492919,A31ZGF7EGCAFKI,4,1359417600
7508492919,A0755549VZ3OU6OE9EHO,5,1359417600
7508492919,A6XZQP4XMD75X,4,1359244800
7508492919,A1AXCLW87Q3UU2,5,1359158400
7508492919,A15J1JGXYQMH8K,1,1358985600
7508492919,A250B2VSGDMCG8,4,1358985600
7508492919,A2VFF3OUQA6C6O,3,1358899200
7508492919,A3K4TCZWWXSOP0,5,1358899200
7508492919,A1S9ZBMBQZ7UJJ,3,1358812800
7508492919,AKFR8EOCM6EMI,5,1358812800
7508492919,A93BFCWBZJT9O,5,1358812800
7508492919,AJO136FGIOY6I,2,1358726400
7508492919,A34Z01WFSOTYLY,3,1358553600
7508492919,ANETWIJI7GX0W,4,1358467200
7508492919,A3SPJPP1XDGRJL,4,1358380800
7508492919,ATRSE35VIXF9M,1,1358380800
7508492919,A1ZSXFY667KY0X,5,1358294400
7508492919,A1BTAZYRTE2BOW,4,1358294400
7508492919,AKHJVAM53CE28,5,1358294400
7508492919,A1T2COVZJZK1X7,3,1358208000
7508492919,A22FTS797LWDIK,5,1358208000
7508492919,A2MUULVP5B14NJ,1,1358208000
