item,user,rating,timestamp
7508492919,A3PN3JRYFVPPLN,4,1358035200
7508492919,AG176YH633HXF,5,1358035200
7508492919,A1IZ54NQQL2KXD,1,1358035200
7508492919,ADTRNV9WW2LDT,5,1357948800
7508492919,A1SAZP6P8VQ0E6,5,1357862400
7508492919,A3K3I77ZWF65RO,5,1357776000
7508492919,AOH3P2QZ1E7AZ,5,1357776000
7508492919,A3AX59UODRSLHM,5,1357689600
7508492919,A1KHGF59ZG846Q,5,1357689600
7508492919,A2M5CFV4EWV3HY,3,1357516800
7508492919,A3RUOVKA1S5NYX,5,1357516800
7508492919,A36KSQQ3IOHDWN,5,1357516800
7508492919,A1557Z2SHJZFMB,3,1357516800
7508492919,A1M2CBJ96REQ0R,5,1357516800
7508492919,A3RROHRPYKJU4J,5,1357516800
7508492919,A11NO3K6V3YMND,1,1357516800
7508492919,A17TBDKN0UT40U,5,1357430400
7508492919,ANQBEL3XYIU3Q,5,1357344000
7508492919,A37J1MFCCQNZLX,4,1357171200
7508492919,A2JF94YCIPOBAE,1,1357171200
7508492919,A20UM1DYHLYZI7,5,1357084800
7508492919,A3J5QI5VVT7LHO,4,1356998400
7508492919,A2BSJ4EH1N4K34,5,1356912000
7508492919,A10QTVIYEH99GP,5,1356652800
7508492919,A5GLVR946V5SW,5,1356566400
7508492919,A210FSSOQ47N31,2,1356566400
7508492919,A2834YPG3G6U4Z,2,1356566400
7508492919,A1HSRNOMD6R9PY,4,1356480000
7508492919,A36CJ69Q05240W,5,1356393600
7508492919,A1VCR52LA5CAXK,3,1356393600
7508492919,A160MKC1C4UE4S,4,1356307200
7508492919,A3KQ40DH9BGJEI,4,1356220800
7508492919,AA7H3UBPCXJI5,5,1356048000
7508492919,A2B9G7IGP07BEC,3,1355961600
7508492919,A28WGUX49HXHB5,5,1355788800
7508492919,AHPWKRWF5O4XO,5,1355702400
7508492919,A7RAZYR5WMSQS,5,1355443200
7508492919,A1KNKWH90LSJ28,1,1355443200
7508492919,A3NTNBX3GF130G,5,1355356800
7508492919,A377B8ZFCPR0XT,5,1355356800
7508492919,A3GUO190M4UNC7,5,1355270400
7508492919,ASC1YOICKLWQL,4,1355270400
7508492919,ASIRNKZGQPHF5,3,1355184000
7508492919,A2JZ0RKTGCF2S3,3,1355184000
7508492919,A1EFE7YQUX8AZI,3,1355184000
7508492919,A2KG07QQ9QNQYR,4,1355184000
7508492919,A1ZMGEL0ILK93C,5,1354924800
7508492919,A2K8IXGL4MIMXC,5,1354924800
7508492919,A2OV0GFGYUOIZN,5,1354924800
7508492919,A13ICT0KYAQ0GD,4,1354838400
7508492919,A1MV78BVFZ7Y03,3,1354838400
7508492919,AI4HEX9S1LVB1,4,1354752000
7508492919,AL7XCR8VU921P,1,1354665600
7508492919,A2PMAH83N32HBI,3,1354665600
7508492919,AJ6TI5YNNJFKT,5,1354579200
7508492919,A2AYTOHFHQAONJ,5,1354492800
7508492919,AMWPLWO3SZPL1,4,1354320000
7508492919,ADA7Z108UWP3,5,1354233600
7508492919,A1G5JR4EE618AS,5,1354147200
7508492919,A1DYB8W2V2K8QJ,4,1354147200
7508492919,A3GSQHW73LS50N,4,1354060800
7508492919,A334IVDF89B6C0,5,1353888000
7508492919,A3OCTM94ICG1NA,5,1353801600
7508492919,A3MJFC0U0WUWTW,5,1353628800
7508492919,A208MNJO946UY8,5,1353542400
7508492919,A1JEPQ6L78C5RJ,5,1353369600
7508492919,A35TW2OOUES0Y1,1,1353283200
7508492919,AY260534YMRXK,5,1353196800
7508492919,A1WRFM064KO42T,4,1353110400
7508492919,AR92FEJVYRGWC,4,1352937600
7508492919,A3V6CKV7JUNVXI,5,1352937600
7508492919,A2B7WPW5MQF6F3,1,1352937600
7508492919,A1MIEGYMYQI0EZ,1,1352937600
7508492919,A3OFVAOJCSM2XE,4,1352937600
7508492919,A90PMX1DGA78J,1,1352851200
7508492919,A3JT2IW1HKYEE5,1,1352851200
7508492919,A2GZ9ZFL4HAA4B,3,1352851200
7508492919,AKBKWTBZ25WWF,2,1352851200
7508492919,A2HZTH0774LG9Q,3,1352764800
7508492919,A2WP9B1PNZZ5ZR,5,1352678400
7508492919,A2VIF6A6SQ9PG7,1,1352678400
7508492919,A11SRKJT04SKED,5,1352592000
7508492919,AJEYDQ4MDX6L2,5,1352505600
7508492919,AMNJB7TWZEDDX,5,1352332800
7508492919,A3VTGWO5G7G9TP,1,1352160000
7508492919,A2GBMX7F5MR4TA,5,1352073600
7508492919,A13QJ9MYFEHDQ3,1,1352073600
7508492919,ATAWJYDSR35YC,4,1351987200
7508492919,A24RY1SOT635QB,4,1351987200
7508492919,ACTO86YTXYSR0,4,1351987200
7508492919,AZFVHC1MU20AF,4,1351728000
7508492919,A12XBCCD6FAWRK,4,1351641600
7508492919,A1QTTJRHX8UO9W,5,1351209600
7508492919,A156ABB9CKW475,5,1351209600
7508492919,A1RCNAEC0M8WX3,5,1351123200
7508492919,A31PYDBVJRQT2S,4,1350950400
7508492919,ABB9YCFJX7EN8,1,1350950400
7508492919,AK7P0I7APZMDC,5,1350864000
7508492919,A99FP0TZFZDV3,4,1350777600
7508492919,A2DCZUL8LUB96D,4,1350604800
7508492919,A2WS09VCO1A9WS,3,1350604800
7508492919,A3MQ6AU485JOHI,1,1350518400
7508492919,ASLEIV22LJSTU,4,1350518400
7508492919,A3NNLEYT7CDCAF,3,1350345600
7508492919,A3RYQF2YONFDRS,2,1350000000
7508492919,A2SKNW1X4N89OM,5,1349913600
7508492919,A3DFI162RMA6NI,1,1349827200
7508492919,A10TPOYMBD2MG9,3,1349827200
7508492919,A6LCE11SFEFOX,4,1349654400
7508492919,AKSJKMLFRXRRF,1,1349654400
7508492919,A3FD6KCLLI84LO,4,1349654400
7508492919,A2HXLD3HYYM78E,4,1349654400
7508492919,AY81SXN6GUXR7,3,1349568000
7508492919,A1ISLB040J49TS,5,1349395200
7508492919,ACM8U7OO2SVV3,1,1349395200
7508492919,A1F8DYP709TE44,4,1349308800
7508492919,A1JC3E3B5EDL0A,3,1349308800
7508492919,A2W43W5FVGZHYS,2,1349308800
7508492919,A3PKU2GZBQ1KJR,2,1349049600
7508492919,A2RTYR9XSXUVYS,4,1348790400
7508492919,ASLBWEZ3DHSEE,1,1348617600
7508492919,A17T9WAK67Z5B6,1,1348617600
7508492919,A14A75MMPX9RQ1,4,1348617600
7508492919,A2YTB0XEIHXRSO,5,1348444800
7508492919,A3NXFMJU2XH37K,5,1348444800
7508492919,A1XI1EF0B09RSW,3,1348444800
7508492919,A4EZ0RQMWEVZP,4,1348272000
7508492919,A348MAZC012GR1,4,1348099200
7508492919,AVO65TEW0VBL3,1,1348012800
7508492919,A3SWGK85JKF01U,5,1347926400
7508492919,APJAZ2BGQUXWO,1,1347840000
7508492919,A2NZBB335RLG28,4,1347580800
7508492919,ARD00FX5QGP8Y,1,1347580800
7508492919,A3OBA1NEVWILYC,1,1347494400
7508492919,A3B75MNM177NED,5,1347408000
7508492919,A1AJEA7KU70UO,1,1347321600
7508492919,A3J1RL5MQX0PZA,5,1347235200
7508492919,ANI4YFYCL4ZDM,5,1347148800
7508492919,A11V0KKPT46SQO,4,1347062400
7508492919,A19MFIMR16HRSY,5,1346976000
7508492919,A3L7ZCFUJMWFV7,3,1346630400
7508492919,AEG8TVC4GWCFD,3,1346284800
7508492919,A13RHHPXQL8PRC,5,1346112000
7508492919,A3B0FLR0XNIACE,1,1346112000
7508492919,A3PXETCYJIICL8,5,1346025600
7508492919,ASLE4JJ37ZAOW,4,1345939200
7508492919,A3B4NHQILQ7DLY,4,1345939200
7508492919,A2RUQ8D39JOFY9,2,1345852800
7508492919,A2NZ3URKKX9UUK,2,1345680000
7508492919,A3RDAHEREZ8G4Y,5,1345593600
7508492919,A3VSBK8W7CM1VS,1,1345420800
7508492919,AD3RN3NJDZ51F,3,1345420800
7508492919,A3AHGQPM3JC1CN,5,1345334400
7508492919,A16W9OPUWFDTR5,4,1345334400
7508492919,A3AOQTQ49CBOVT,4,1345248000
7508492919,APMRQJ6K8J46U,5,1345161600
7508492919,A82ES8ASOFOCY,1,1345075200
7508492919,A4F8BW6DZ0JCR,5,1344988800
7508492919,A37M44AI4MB140,5,1344902400
7508492919,AU1ZOIRYZ1GM4,5,1344816000
7508492919,A305G086E05VLF,5,1344816000
7508492919,A15P86HRA57ASB,3,1344729600
7508492919,A2RL99RCO09GWY,4,1344643200
7508492919,AEZ174FKV7M79,5,1344643200
7508492919,A2LU25M0OGPESF,4,1344643200
7532385086,A1JND40HSY5577,2,1294963200
7532385086,A1E35I83STD381,3,1291852800
7532385086,A1XVFEBHKYLL0J,2,1290988800
7508492919,A1YRM2FBIJ9H4O,4,1344556800
7508492919,A3RM352WQR4897,4,1344470400
7508492919,A23P8W23UEL5HW,4,1344384000
7508492919,A1QXRJEJO2EJP6,3,1344384000
7508492919,A2MWFPMDE7FOBV,5,1344297600
7508492919,ACT3PCKJLD2JP,3,1344211200
7508492919,A1DGPR7FXCOJE8,3,1344124800
7508492919,AP7I444O9SOA1,5,1343692800
7508492919,A1SPU4XHKVI5AH,3,1343606400
7508492919,A3HKK4916N66M3,4,1343347200
7508492919,AC0OS9N0B71PV,3,1343347200
7508492919,A1MT48NEFF2WS8,5,1343347200
7508492919,A3FINLRS3PB9RO,5,1343260800
7508492919,A36IGFD3MHTAL4,3,1343174400
7508492919,A956FT3LT9OJ9,1,1343088000
7508492919,A1IANUJBFOXNHM,5,1343001600
7508492919,A20T2KXAQ33BRA,3,1342915200
7508492919,AXR4D9RXD3IMZ,1,1342828800
7508492919,A33B53Y215H9EQ,3,1342828800
7508492919,A3HTZ2D9EWWFID,5,1342742400
7508492919,A3NHZ33AZESMGI,5,1342742400
7508492919,A3D2ZJC4SLRT9C,4,1342483200
7508492919,APGBFVA2VEQU4,3,1342051200
7508492919,ASXMA3QHS7EQI,2,1342051200
7508492919,A1A3V8RJDLRL59,5,1341792000
7508492919,A2GQIUVAIHUQ0D,5,1341532800
7508492919,AR3IB5Z9DCPZ4,4,1340755200
7508492919,A2EPFZAWK6UDJB,4,1340582400
7508492919,A3626D11IINH5I,5,1340409600
7508492919,A37UGO8KWYOUIN,4,1340323200
7532385086,A3JLOFCADYODNS,5,1362700800
7532385086,A37IEHP5B92TRX,3,1362528000
7532385086,A29JZIWFCWVRUT,5,1362355200
7532385086,AXBOL4BXYW7KU,1,1361750400
7532385086,AY34XU1UE3U1K,5,1361232000
7532385086,A35N3V5T9GDR63,5,1359849600
7532385086,A32W53F4P8XMN3,4,1359676800
7532385086,A2GA1B7WZ9ZCCC,4,1359504000
7532385086,A1F9OVWDS9ZOJ3,5,1359504000
7532385086,A3V5GMGQWVLK9W,3,1358208000
7508492919,AIKKX7MVY4LVX,1,1340236800
7508492919,AMABDB51DCYLT,3,1339459200
7508492919,A25MGUTNWJ233F,5,1339286400
7508492919,A3S69R2969OAET,5,1338681600
7508492919,A3N4H968Y9KG21,1,1337558400
7508492919,ASTBF8HXRN1O7,3,1336348800
7508492919,A1S6N124KXINXV,5,1335830400
7508492919,ALAGXQY2KCHTW,1,1335312000
7508492919,AEB82XYX3DUWW,3,1334880000
7508492919,A3VBCWB461PILI,4,1332806400
7532385086,A2AR8P1POY7IVB,5,1357344000
7532385086,AKUQOY3DJX96J,4,1356652800
7532385086,A3N3M2PTENWJL3,3,1356220800
7532385086,A2F47OVCKYFS4C,1,1355097600
7532385086,A3S8BPAUQQLDKU,4,1354924800
7532385086,A3G96K37RVUOIF,1,1354492800
7532385086,A128NU439QI7UF,5,1353801600
7532385086,A91YTSKJO572I,3,1349136000
7532385086,A2T9EFJCL5G178,3,1348617600
7532385086,A2NSS0L3NIU6CN,4,1347148800
7532385086,A2GHDKZBYXGAPY,5,1342569600
7532385086,A2VBWZTBM7C5BI,3,1341792000
7532385086,A6OXDBAE9BBG8,2,1341273600
7532385086,A3T4TLDTU798F3,4,1340323200
7532385086,A11FEJGJ2YK25Z,5,1339718400
7532385086,A2FSSTVW1QU2C6,5,1338768000
7532385086,A34MPBOAACHPUC,4,1338163200
7532385086,AFY6JMYETS3QH,5,1333843200
7532385086,A1NMRMUMS7V2F7,2,1333324800
7532385086,ASG8Y8RF3FW26,5,1330992000
7532385086,A3Q6C95EFP4FEX,3,1328140800
7532385086,A16CIN73E9BU6S,1,1327363200
7532385086,A1I05FSB6EZXR3,4,1326585600
7532385086,A16W775PCZK1I3,5,1326326400
7532385086,A2D47CHNL94FAV,5,1325203200
7532385086,A1RE7IIZE1PUXJ,1,1323993600
7532385086,A1INXPMTY2XT0O,4,1323475200
7532385086,A3CURTRDG23KKE,4,1322956800
7532385086,ATHYDQGW5879I,4,1321401600
7532385086,A3G2ZG8FYTY9GT,4,1321142400
7532385086,A1QDQVW37MFK8L,5,1320969600
7532385086,A12EHQA812L3A3,5,1320796800
7532385086,A1UBTA7HQBXBZG,4,1320796800
7532385086,A2CGMBC80NQN1W,4,1320796800
7532385086,A19OK5M1AWLQTK,4,1320796800
7532385086,AOJZRVNLQXHY0,5,1320105600
7532385086,A2YERF5EHO61PC,4,1318809600
7532385086,A1ZITVW5RIKTUM,5,1318723200
7532385086,A31NXN1EWXV3R2,4,1318032000
7532385086,AGH98STYXO96T,5,1317427200
7532385086,AAGQNG7TITMMX,3,1316908800
7532385086,AHL6C5CM58AQB,2,1315267200
7532385086,A31O6RPCO1SRAX,5,1314921600
7532385086,A27SUYTTWJAA3C,1,1311724800
7532385086,A1UFH308GD0HTW,3,1311206400
7532385086,A26H3QDVI7BBE3,4,1310169600
7532385086,A1OGWCGS8YVWFR,3,1309478400
7532385086,A2U9VD5RDKNP0B,4,1302566400
7532385086,A1IBNZIS7EGDZI,3,1301875200
7532385086,A3QDZBA1ZXDD3W,1,1301011200
7532385086,AYCEGQ5LQ50TZ,4,1300665600
7532385086,A2V9E5TF726UHK,1,1300060800
7532385086,A2U3NYJ7GPY6KD,4,1298332800
7532385086,A1FLW3KVXVUKP9,5,1298246400
7532385086,A3U2VAZBCBU7K6,1,1297814400
7532385086,A24BADCME9KMT9,3,1297555200
7532385086,AAUEFIITMHEOJ,1,1296777600
7532385086,A2G38P52ZF5TTH,5,1296604800
7532385086,A3HLE9GJNLLAKI,5,1296604800
7532385086,A28M5F2VY9J0EX,5,1296432000
7887421268,A20LXBXD1S6AWP,5,1312502400
7887421268,A1I4A0ACER1BBS,1,1307923200
7887421268,A34GGU76V8AE5T,2,1298851200
7887421268,A3GVZB4JDN29MI,2,1296777600
7887421268,A18WPFPUYGQS8Y,5,1296777600
7887421268,A12YIMVRB5202W,3,1296345600
7887421268,A34PHO8O0UNL6M,1,1288137600
7887421268,A34UOS110YO4AL,2,1282176000
7887421268,A1FTDA91AU1Y88,5,1415059200
7887421268,A2CPNJ900KGVQE,5,1409961600
7887421268,A2F6AV9XZEOASB,1,1408320000
7887421268,A3DQ2SZ8WH54A9,5,1407974400
7887421268,A3GNKYIXJ6JN85,2,1407196800
7887421268,A39UODCNHFRQGL,1,1406160000
7887421268,A3K57GYMSL3YGR,1,1405814400
7887421268,AL9LYA21IF3PN,1,1404604800
7887421268,A1B50SF7FFX909,3,1395100800
7887421268,AHFRHE0TCENNN,1,1394928000
7887421268,A2DS98ZSVWSOJ9,2,1391385600
7887421268,A27FXJPZYWC75O,5,1390176000
7887421268,A3LIORLXFRRUQ6,3,1388966400
7887421268,AJO2A8R6S2B17,1,1388620800
7887421268,A3B5D16LA8PX2T,1,1388448000
7887421268,A1XD154H9EUC4B,2,1387411200
7887421268,A2IQI0JGDTS25S,4,1387152000
7887421268,AW6R46KIU70O5,5,1384732800
7887421268,A16SMBO6LLSLD6,5,1383350400
7887421268,AEU9ZEQ56BJI0,4,1382486400
7887421268,A3TFIV7DUVSVLK,2,1378771200
7887421268,A1GH2VBV0971KX,1,1378339200
7887421268,A3L48B32O3F5JJ,2,1378252800
7887421268,A2AOF16F78BQK6,5,1376352000
7887421268,A1UXE9GJT23NM2,5,1375488000
7887421268,A3ODE9ECT9ENTE,1,1373932800
7887421268,A3J38WFKNT2MFX,2,1373587200
7887421268,AVQCUDEVF6UOU,3,1371427200
7887421268,AWJAHTKWGQW9X,5,1370908800
7887421268,AYLLTGP47HTFE,1,1370131200
7887421268,A1DFNBS1RHY7E1,2,1369958400
7887421268,AI60DFYS0LFVM,1,1369526400
7887421268,A5KUUEDT978H3,3,1369526400
7887421268,AP7CJPEYWLUU0,3,1369094400
7887421268,A1OM99TR89DTVX,1,1368144000
7887421268,A1RQ0KEFRKYAAR,5,1366156800
7887421268,A34NF3YORQR329,3,1366156800
7887421268,A19FQF8O6H3JFS,1,1366156800
7887421268,A4NQ8GFBEYODI,5,1365984000
7887421268,A2UXDIWEJOJQ65,5,1365638400
7887421268,A1GBZ2WP8ITAFZ,1,1365465600
7887421268,A20VF6OZW71TBB,1,1363996800
7887421268,A30FZ97A9E1GL3,2,1363996800
7887421268,A1JPMBNK6RHDVN,3,1363824000
7887421268,A2RXX3221YUY5W,4,1362960000
7887421268,A115GM0PI28KP5,4,1362614400
7887421268,A3T6ABH5ZCDSYO,4,1361836800
7887421268,A3UFJDFSLI21AT,5,1361318400
7887421268,A1C71EMHZRUWNT,5,1361232000
7887421268,A2FHTKTER44AVW,1,1358553600
7887421268,A3SFQ1IQB9B2DN,5,1358380800
7887421268,ARPGUKKB1G1EP,1,1357689600
7887421268,A37RUZNKN0BXKI,5,1357344000
7887421268,AK3WJYP9NGS1H,5,1357344000
7887421268,A2CIB2788F7K7Z,2,1357257600
7887421268,A3JCSRKAKX0G38,2,1356566400
7887421268,A13OUT2EZE7U0,5,1356480000
7887421268,A240UU92PG19H5,1,1356220800
7887421268,A19AE0DCVTDG06,5,1356048000
7887421268,AFUDRLC16R3YV,5,1355961600
7887421268,AHHL78V6EX727,5,1354924800
7887421268,A3M04WQTW1C6FC,2,1354406400
7887421268,A2JMPW17Q83FA8,1,1354406400
7887421268,A128NU439QI7UF,5,1353801600
7887421268,A2PE1EBFSEYFNZ,5,1353283200
7887421268,A1MTV9SHXOC4AE,4,1352073600
7887421268,A13V1SK908CK12,1,1351209600
7887421268,A22PJG27JHKWPA,4,1350950400
7887421268,A1L1M4DHS6I8X9,3,1350259200
7887421268,A1QA5VXKFPQ11H,5,1349827200
7887421268,A1Q7EP8U2T0U9Y,1,1349740800
7887421268,A1113SUL92IL65,5,1349654400
7887421268,A1IT05DZ2V313M,4,1349568000
7887421268,ASX9OLV5G57W,3,1348358400
7887421268,A2ZH5C2VXNZWKO,1,1346544000
7887421268,A2XRRFR1HGA08X,5,1345161600
7887421268,AFTXANJ7WXU7L,1,1344988800
7887421268,A1PMGOX24BWDAZ,2,1344211200
7887421268,ADYK99MZXOOUH,4,1341878400
7887421268,AC6EDQL0NU6PB,5,1341792000
7887421268,A17E8FKH09XAY2,1,1341792000
7887421268,A2VLQL8HHER1IF,1,1341705600
7887421268,A3BFQAKCO3LXRI,3,1341446400
7887421268,A2ETP3A4IMJZJF,5,1341273600
7887421268,A1AJAMBIE8T3CR,1,1340064000
7887421268,AFF2RCQCGELOT,1,1338249600
7887421268,A3RS0LGKWS9K27,3,1337731200
7887421268,A2LFBAQ1CPDWNY,4,1337644800
7887421268,A2LE36GN8PL5DF,4,1335484800
7887421268,A1Y73T37FIHGR4,1,1335398400
7887421268,A1WJN31AIQOW2B,1,1335312000
7887421268,A35YPXGRRLE8B3,1,1334534400
7887421268,A3WIW2LUTIDU8,3,1334361600
7887421268,A37YONUI88YTNX,2,1334275200
7887421268,AU7XAT6NFN5N7,1,1333584000
7887421268,A3IPRRTOB5ICZY,3,1330992000
7887421268,A2B9U3Q9LU6GJQ,2,1330992000
7887421268,AKMWP3PZ33KQU,5,1328486400
7887421268,AZYXGC2G6GM71,1,1328313600
7887421268,A3GGJ6C884GU4M,1,1327622400
7887421268,A2TUAE1RIEIHEA,4,1327449600
7887421268,ANA8V5ULQ94YO,5,1325894400
7887421268,A37EG998DCIA8V,5,1325635200
7887421268,AY9MQ4QNQDU5B,5,1323388800
7887421268,A17I4PK0KYDVP5,2,1322438400
7887421268,A36M772U06G2I9,1,1322438400
7887421268,A2PTVSL4ALYXYB,5,1321315200
7887421268,A3O1TGSDRI4EKE,4,1320710400
7887421268,A1MSSSZRWRR7R8,1,1319328000
7887421268,A9P4CM2L30E6T,3,1319155200
7887421268,AJDJ6SQUDORP6,5,1319155200
7887421268,A319IHI5NOWGD4,3,1318809600
7887421268,A39C4FDA2BU52T,4,1317254400
7887421268,A1HVCEQJ3Y0FLU,4,1316736000
7887421268,A2FWCW20O9NS4I,2,1315267200
7887421268,AKM5ZHG1FCEKJ,2,1315267200
7887421268,A2JIVJAJ30G8TA,5,1314662400
7887421268,AG3IIGO39NNTB,4,1313884800
7887421268,A24CN4DGR4HA2N,2,1313107200
8199201460,A9H9C0WF6JTG3,5,1286064000
8199201460,AK1M247BOU73P,5,1429747200
8199201460,A21AMFQK5SGWTC,5,1416787200
8199201460,A3NXF3DJ76YN27,5,1413590400
8199201460,A2XEIXD9SXFVTZ,4,1400803200
8199201460,A143AP59H7SBE3,5,1399766400
8199201460,A2VLGK4131NX8L,5,1369180800
8199201460,A30BRDME36VZ4W,5,1368230400
8199201460,A10HQI2OQACU6K,4,1362787200
8199201460,A3EIOO6WLFCG04,5,1357171200
8199201460,AAAUKQ62M9NX5,5,1351468800
8199504331,ARYMN0745BCPT,5,1425513600
8199504331,A1GNA9RM2I1WOR,5,1424304000
8199504331,A3NXF3DJ76YN27,5,1413590400
8199504331,AK2UAA44U9JOG,5,1387152000
8199504331,A3DR9BI6MH4GOX,5,1378425600
8199504331,A1SBNA68U20CQK,5,1376784000
8199504331,AZ5TLIZMRSOGK,5,1334707200
8199407050,A3MZ3GEO4W58YV,5,1273536000
8199407050,A8F826EJV7I33,2,1267056000
8199909331,A1P2EKEEZ8UDPB,5,1349827200
8199909331,A2ZG18NVDGJ9VL,5,1349568000
8199909331,A3FTMALRDKZBAD,5,1348444800
8199909331,A3HFW62BFBEQ9W,4,1337817600
8199909331,A2Q5PF7RY4ZICR,5,1337644800
8199909331,A25ZQ3P5J95ECQ,5,1335225600
8199909331,A2P6K8MJEIRYQI,5,1328486400
8199909331,A178V6XW6M8LRS,5,1378512000
8199909331,A282NV5NNU9TK0,4,1372723200
8199909331,A1TGOLREJYZFMD,5,1368921600
8199909331,A3G5ZQICGKHA7F,5,1367625600
8199909331,A83W33PFVK71V,5,1363478400
8199909331,A2APKP0Y4RLAOH,5,1361232000
8199909331,A3V0MO6TE4Q5M5,5,1355443200
8199909331,A1BE7RUDXCPFKW,5,1355270400
8199909331,A2KHT6BV58EK5R,4,1354233600
8199909331,A1YNBV2R3P8XP4,1,1353801600
8288853439,A2L7WR61JWS8S1,1,1348185600
8288853439,A6SRPIJ2U0T8G,4,1345420800
8288853439,AOYKRY74MF8HA,4,1342396800
8288853439,A11L0FKPG0ID79,5,1338336000
8288853439,ALTJC4XM0Y57B,5,1328918400
8288853439,A3KAOLK6MR0KFI,5,1320192000
8288853439,A1TFMEXOK3EMGY,1,1309478400
8288853439,AGJJ65CWPO3,5,1299542400
8288853439,A3R3IDPUDS8B95,5,1297814400
8288853439,A2Z7N7CAABZ1SL,5,1409961600
8288853439,A1043FF66MCAW6,5,1407801600
8288853439,AVUC999T5B5O3,1,1402531200
8288853439,A2C9H5QRLXXICT,4,1402531200
8288853439,AKO9LHWIEXI42,1,1402185600
8288853439,A2IOEIDPRZI0VC,3,1398816000
8288853439,AZDQ30P13I96U,5,1397865600
8288853439,A1GYPI4Z8Q2TTN,5,1395532800
8288853439,ABVQ1EZPPHZ5F,1,1394928000
8288853439,A1V3BBAU6QMDPV,5,1394496000
8288853439,A3TLWZL869S7UG,2,1394064000
8288853439,A2ZYAEB33FB52N,2,1393459200
8288853439,A3FMA2AFK85NMX,5,1393286400
8288853439,A2KO38Z0GOBHUD,5,1392249600
8288853439,AAYCO7P6K426F,5,1391644800
8288853439,APNXTF3RX5HRD,1,1391126400
8288853439,A12B7P0LP6OUBQ,5,1391040000
8288853439,A3O1HNN34GYPV7,5,1390953600
8288853439,AJCXD73BV3B1J,5,1390780800
8288853439,A2FOKY18Q73ARV,5,1389484800
8288853439,A1ABWKQZJZPXMG,5,1389312000
8288853439,A2GCUJAECROLZD,5,1389052800
8288853439,A25DXNA978XFVW,1,1388966400
8288853439,A2A817AADURYEF,5,1388620800
8288853439,A2FP0T46D1UIYG,5,1387324800
8288853439,AZW6WE7UXAMU0,1,1386892800
8288853439,A3GQ2EYEO7OF3O,5,1386720000
8288853439,A1AGQVCNRY2G8G,5,1386720000
8288853439,A3CHJDCPIUK6BZ,4,1386633600
8288853439,A3LQEHYFKBBE4O,5,1386460800
8288853439,A3K8KAO4UWY22V,5,1386028800
8288853439,A3II9TW6UGJZQY,1,1385942400
8288853439,A3GI4SKQXZOJI1,5,1384992000
8288853439,A885LH83CFAXF,5,1384819200
8288853439,A1KTA8AKI4KM22,5,1383868800
8288853439,A1O7DBN1L02NNE,5,1382659200
8288853439,A2HA2617RBBNWV,5,1381449600
8288853439,AXWFX2CUN2XTK,4,1380672000
8288853439,A9HTZ1Q12IYOS,5,1380672000
8288853439,A2EMKC5VI5MZXB,5,1379635200
8288853439,A1ZMOYSDGS37ZW,4,1378944000
8288853439,A1Y9WERP0Q2K24,5,1378166400
8288853439,A2ICJ4MX1FNDIB,5,1375488000
8288853439,A2TFPY2TWU1W08,5,1372204800
8288853439,A2Y501NZG7JF9V,5,1370563200
8288853439,A1YANO1CYRKOVF,5,1369353600
8288853439,A1JYF4RPJV2NI4,5,1368835200
8288853439,A3RGH03BWLHA7U,4,1361232000
8288853439,A12OEUROB0S11P,4,1359331200
819960459X,AY637LCPHPJ96,1,1438819200
819960459X,A14JTRQUNRNJZP,5,1425254400
819960459X,A1J4PJH213NM6C,4,1423526400
819960459X,A1EE0921Q6F4LS,5,1408924800
819960459X,A3IY2DU88IK7VX,3,1405900800
819960459X,A1G5DBRXGT3UDW,5,1390867200
8288862993,A1SJHP6301FK1L,5,1329177600
8288862993,A2LC1JFT3NG3A9,4,1328227200
8288862993,A3P7H3BWMBQK5K,5,1326326400
8288862993,A7HXLWJ3VMP9P,5,1321056000
8288878881,A2QUMNY8OEEYI3,4,1341446400
